In,Node,Closeness,Betweeness,Sujeto,Posicion,Ensayo,Selection
2,Central Dist from center,0.08333333333333333,0,125,3,12,Comentarios
1,Inferior location score,0.1111111111111111,0,125,3,12,Comentarios
0,Center price,0.1111111111111111,0,125,3,12,Comentarios
1,Superior price,0.08333333333333333,0,125,3,12,Comentarios
2,Superior image,0.08333333333333333,0,125,1,13,Real
0,Central image,0.16666666666666666,0,125,1,13,Real
1,Inferior image,0.14285714285714285,2,125,1,13,Real
1,Superior price,0.1111111111111111,2,125,1,13,Real
2,Superior image,0.027777777777777776,1,125,1,14,Comentarios
1,Inferior image,0.023809523809523808,0,125,1,14,Comentarios
0,Inferior star rating,0.027777777777777776,0,125,1,14,Comentarios
1,Superior review score,0.023809523809523808,0,125,1,14,Comentarios
0,Superior price,0.03225806451612903,0,125,1,14,Comentarios
1,Central image,0.023809523809523808,0,125,1,14,Comentarios
1,Inferior Dist from center,0.023809523809523808,0,125,1,14,Comentarios
0,Superior image,0.012345679012345678,0,125,3,15,Comentarios
0,Inferior star rating,0.012345679012345678,0,125,3,15,Comentarios
0,Central Dist from center,0.012345679012345678,0,125,3,15,Comentarios
0,Center location score,0.012345679012345678,0,125,3,15,Comentarios
0,Superior price,0.012345679012345678,0,125,3,15,Comentarios
1,Central star rating,0.011111111111111112,0,125,3,15,Comentarios
1,Superior Dist from center,0.011111111111111112,0,125,3,15,Comentarios
1,Center Number of comments,0.011111111111111112,0,125,3,15,Comentarios
1,Inferior location score,0.011111111111111112,0,125,3,15,Comentarios
1,Center price,0.011111111111111112,0,125,3,15,Comentarios
1,Central Dist from center,NA,0,125,2,16,Real
1,Central image,0.04,2,125,2,17,Real
2,Inferior image,0.03333333333333333,0,125,2,17,Real
0,Central Dist from center,0.04,0,125,2,17,Real
0,Center Number of comments,0.05555555555555556,0,125,2,17,Real
1,Center price,0.047619047619047616,2,125,2,17,Real
1,Superior review score,0.03333333333333333,0,125,2,17,Real
1,Superior Dist from center,NA,0,125,1,18,Real
0,Central image,0.07692307692307693,0,125,3,19,Precio
1,Inferior image,0.0625,1,125,3,19,Precio
0,Superior Number of comments,0.0625,0,125,3,19,Precio
1,Inferior Dist from center,0.05,0,125,3,19,Precio
1,Superior price,0.05,0,125,3,19,Precio
2,Superior image,0.16666666666666666,0,126,1,0,Precio
1,Central image,0.16666666666666666,0,126,1,0,Precio
0,Inferior image,0.25,0,126,1,0,Precio
2,Superior image,0.16666666666666666,0,126,1,1,Real
1,Central image,0.16666666666666666,0,126,1,1,Real
0,Inferior image,0.25,0,126,1,1,Real
1,Superior image,0.25,0,126,1,2,Comentarios
2,Central image,0.16666666666666666,0,126,1,2,Comentarios
1,Inferior image,0.16666666666666666,0,126,1,2,Comentarios
1,Superior image,0.3333333333333333,0,126,2,3,Real
1,Central image,0.25,1,126,2,3,Real
1,Inferior image,0.16666666666666666,0,126,2,3,Real
2,Superior image,0.16666666666666666,0,126,1,4,Real
1,Central image,0.16666666666666666,0,126,1,4,Real
0,Inferior image,0.25,0,126,1,4,Real
1,Superior image,0.16666666666666666,0,126,1,5,Precio
0,Central image,0.25,0,126,1,5,Precio
1,Inferior image,0.16666666666666666,0,126,1,5,Precio
3,Superior image,0.08333333333333333,0,126,1,6,Comentarios
0,Central star rating,0.1111111111111111,0,126,1,6,Comentarios
0,Superior price,0.1111111111111111,0,126,1,6,Comentarios
1,Superior location score,0.08333333333333333,0,126,1,6,Comentarios
1,Superior image,0.25,1,126,1,7,Real
0,Superior price,0.3333333333333333,0,126,1,7,Real
1,Inferior image,0.16666666666666666,0,126,1,7,Real
2,Superior image,0.16666666666666666,0,126,2,8,Precio
1,Central image,0.16666666666666666,0,126,2,8,Precio
0,Central star rating,0.25,0,126,2,8,Precio
1,Superior image,0.16666666666666666,0,126,2,9,Precio
1,Central image,0.14285714285714285,2,126,2,9,Precio
1,Inferior image,0.1111111111111111,2,126,2,9,Precio
1,Inferior Number of comments,0.08333333333333333,0,126,2,9,Precio
2,Superior image,0.08333333333333333,0,126,3,10,Precio
1,Central image,0.1111111111111111,0,126,3,10,Precio
0,Central Dist from center,0.1111111111111111,0,126,3,10,Precio
1,Inferior image,0.08333333333333333,0,126,3,10,Precio
0,Superior image,0.25,0,126,2,11,Real
2,Central image,0.16666666666666666,0,126,2,11,Real
1,Inferior image,0.16666666666666666,0,126,2,11,Real
0,Superior image,0.1111111111111111,0,126,3,12,Real
0,Inferior image,0.1111111111111111,0,126,3,12,Real
1,Central image,0.08333333333333333,0,126,3,12,Real
1,Superior price,0.08333333333333333,0,126,3,12,Real
1,Superior image,0.08333333333333333,0,126,2,13,Real
1,Central image,0.08333333333333333,0,126,2,13,Real
0,Inferior image,0.1111111111111111,0,126,2,13,Real
1,Superior price,0.08333333333333333,0,126,2,13,Real
1,Superior image,0.16666666666666666,0,126,3,14,Precio
2,Central image,0.14285714285714285,2,126,3,14,Precio
1,Inferior image,0.1111111111111111,2,126,3,14,Precio
1,Superior price,0.08333333333333333,0,126,3,14,Precio
2,Superior image,0.14285714285714285,2,126,2,15,Comentarios
3,Central image,0.1111111111111111,2,126,2,15,Comentarios
0,Superior price,0.16666666666666666,0,126,2,15,Comentarios
1,Inferior image,0.08333333333333333,0,126,2,15,Comentarios
0,Superior image,0.3333333333333333,0,126,3,16,Real
1,Central image,0.25,1,126,3,16,Real
1,Inferior image,0.16666666666666666,0,126,3,16,Real
1,Superior image,0.08333333333333333,0,126,3,17,Comentarios
1,Central image,0.08333333333333333,0,126,3,17,Comentarios
1,Inferior image,0.1111111111111111,0,126,3,17,Comentarios
1,Inferior star rating,0.08333333333333333,0,126,3,17,Comentarios
2,Superior image,0.16666666666666666,0,126,1,18,Real
1,Central image,0.25,0,126,1,18,Real
3,Inferior image,0.16666666666666666,0,126,1,18,Real
1,Superior image,0.08333333333333333,0,126,3,19,Real
0,Central image,0.14285714285714285,0,126,3,19,Real
1,Inferior image,0.1111111111111111,1,126,3,19,Real
1,Superior price,0.08333333333333333,0,126,3,19,Real
1,Superior image,0.3333333333333333,1,127,3,0,Comentarios
1,Central image,0.3333333333333333,1,127,3,0,Comentarios
1,Inferior image,0.3333333333333333,1,127,3,0,Comentarios
1,Central image,0.3333333333333333,0,127,3,1,Precio
1,Inferior image,0.25,1,127,3,1,Precio
1,Center price,0.16666666666666666,0,127,3,1,Precio
1,Superior image,0.02040816326530612,0,127,2,2,Precio
3,Central image,0.017857142857142856,0,127,2,2,Precio
1,Inferior image,0.017857142857142856,0,127,2,2,Precio
0,Superior review score,0.02040816326530612,0,127,2,2,Precio
0,Superior Number of comments,0.02040816326530612,0,127,2,2,Precio
1,Superior price,0.017857142857142856,0,127,2,2,Precio
1,Center review score,0.017857142857142856,0,127,2,2,Precio
1,Center Number of comments,0.017857142857142856,0,127,2,2,Precio
0,Superior image,0.1111111111111111,0,127,3,3,Real
3,Central image,0.08333333333333333,0,127,3,3,Real
0,Inferior image,0.1111111111111111,0,127,3,3,Real
1,Center review score,0.08333333333333333,0,127,3,3,Real
2,Superior image,0.03333333333333333,0,127,1,4,Real
0,Central image,0.04,0,127,1,4,Real
2,Inferior image,0.03333333333333333,0,127,1,4,Real
0,Superior review score,0.04,0,127,1,4,Real
0,Superior price,0.04,0,127,1,4,Real
1,Superior Number of comments,0.03333333333333333,0,127,1,4,Real
1,Superior image,0.25,1,127,2,5,Real
0,Center price,0.3333333333333333,0,127,2,5,Real
1,Central image,0.16666666666666666,0,127,2,5,Real
1,Central image,0.0625,1,127,1,6,Real
3,Inferior image,0.05,0,127,1,6,Real
0,Inferior review score,0.0625,0,127,1,6,Real
0,Superior Number of comments,0.07692307692307693,0,127,1,6,Real
1,Superior review score,0.05,0,127,1,6,Real
1,Superior image,0.25,0,127,1,7,Comentarios
2,Inferior image,0.16666666666666666,0,127,1,7,Comentarios
1,Central image,0.16666666666666666,0,127,1,7,Comentarios
0,Inferior review score,0.1111111111111111,0,127,2,8,Precio
0,Superior price,0.1111111111111111,0,127,2,8,Precio
1,Superior Number of comments,0.08333333333333333,0,127,2,8,Precio
1,Center price,0.08333333333333333,0,127,2,8,Precio
2,Superior image,0.05,0,127,2,9,Real
1,Central image,0.05,0,127,2,9,Real
0,Superior Number of comments,0.0625,0,127,2,9,Real
0,Superior location score,0.0625,0,127,2,9,Real
1,Center Number of comments,0.05,0,127,2,9,Real
1,Superior image,0.1111111111111111,1,127,1,10,Precio
1,Inferior image,0.08333333333333333,0,127,1,10,Precio
0,Center review score,0.14285714285714285,0,127,1,10,Precio
1,Central image,0.08333333333333333,0,127,1,10,Precio
0,Superior image,0.02040816326530612,0,127,1,11,Comentarios
1,Central star rating,0.02040816326530612,0,127,1,11,Comentarios
0,Center Number of comments,0.02040816326530612,0,127,1,11,Comentarios
1,Superior price,0.017857142857142856,0,127,1,11,Comentarios
1,Center price,0.017857142857142856,0,127,1,11,Comentarios
1,Inferior image,0.017857142857142856,0,127,1,11,Comentarios
1,Inferior review score,0.017857142857142856,0,127,1,11,Comentarios
1,Center location score,0.017857142857142856,0,127,1,11,Comentarios
0,Central image,0.1111111111111111,0,127,1,12,Precio
0,Superior price,0.1111111111111111,0,127,1,12,Precio
1,Inferior image,0.08333333333333333,0,127,1,12,Precio
1,Center price,0.08333333333333333,0,127,1,12,Precio
0,Superior image,0.027777777777777776,0,127,2,13,Comentarios
0,Inferior image,0.027777777777777776,0,127,2,13,Comentarios
0,Superior location score,0.03225806451612903,0,127,2,13,Comentarios
1,Superior price,0.027777777777777776,1,127,2,13,Comentarios
1,Central image,0.023809523809523808,0,127,2,13,Comentarios
1,Inferior Number of comments,0.023809523809523808,0,127,2,13,Comentarios
1,Center price,0.023809523809523808,0,127,2,13,Comentarios
0,Superior review score,0.1111111111111111,0,127,2,14,Precio
0,Superior location score,0.1111111111111111,0,127,2,14,Precio
1,Superior Number of comments,0.08333333333333333,0,127,2,14,Precio
1,Superior price,0.08333333333333333,0,127,2,14,Precio
0,Superior image,0.25,0,127,3,15,Precio
1,Inferior image,0.16666666666666666,0,127,3,15,Precio
1,Central image,0.16666666666666666,0,127,3,15,Precio
0,Superior image,0.0625,0,127,2,16,Comentarios
0,Central star rating,0.0625,0,127,2,16,Comentarios
1,Center price,0.05,0,127,2,16,Comentarios
1,Central image,0.05,0,127,2,16,Comentarios
1,Inferior location score,0.05,0,127,2,16,Comentarios
0,Superior image,0.3333333333333333,0,127,2,17,Comentarios
1,Central image,0.25,1,127,2,17,Comentarios
1,Superior review score,0.16666666666666666,0,127,2,17,Comentarios
0,Superior image,1,0,127,3,18,Comentarios
1,Superior location score,0.5,0,127,3,18,Comentarios
1,Superior review score,0.25,1,127,2,19,Real
0,Inferior location score,0.3333333333333333,0,127,2,19,Real
1,Center review score,0.16666666666666666,0,127,2,19,Real
0,Superior image,1,0,129,2,0,Comentarios
1,Central image,0.5,0,129,2,0,Comentarios
1,Inferior image,0.1111111111111111,2,129,2,1,Precio
0,Superior review score,0.16666666666666666,0,129,2,1,Precio
1,Superior price,0.14285714285714285,2,129,2,1,Precio
1,Inferior Dist from center,0.08333333333333333,0,129,2,1,Precio
2,Center Number of comments,NA,0,129,2,2,Comentarios
1,Superior image,0.25,1,129,2,3,Comentarios
0,Superior price,0.3333333333333333,0,129,2,3,Comentarios
1,Central image,0.16666666666666666,0,129,2,3,Comentarios
0,Inferior image,1,0,129,3,4,Comentarios
1,Center price,0.5,0,129,3,4,Comentarios
1,Superior image,0.25,1,129,1,5,Precio
0,Inferior location score,0.3333333333333333,0,129,1,5,Precio
1,Central image,0.16666666666666666,0,129,1,5,Precio
1,Superior image,0.05,0,129,3,6,Real
0,Central image,0.0625,0,129,3,6,Real
2,Inferior image,0.05,0,129,3,6,Real
0,Inferior Number of comments,0.0625,0,129,3,6,Real
1,Center location score,0.05,0,129,3,6,Real
2,Superior image,0.05,0,129,2,7,Precio
0,Central image,0.07692307692307693,0,129,2,7,Precio
1,Inferior image,0.0625,1,129,2,7,Precio
0,Superior Number of comments,0.0625,0,129,2,7,Precio
1,Inferior review score,0.05,0,129,2,7,Precio
1,Inferior star rating,0.3333333333333333,1,129,1,8,Precio
1,Center location score,0.3333333333333333,1,129,1,8,Precio
1,Superior price,0.3333333333333333,1,129,1,8,Precio
2,Superior image,0.09090909090909091,3,129,1,9,Comentarios
1,Central image,0.07692307692307693,4,129,1,9,Comentarios
1,Inferior image,0.0625,3,129,1,9,Comentarios
0,Superior price,0.1,0,129,1,9,Comentarios
1,Central star rating,0.05,0,129,1,9,Comentarios
0,Central star rating,1,0,129,2,10,Precio
1,Center price,0.5,0,129,2,10,Precio
1,Superior image,0.1111111111111111,1,129,1,11,Comentarios
1,Superior price,0.08333333333333333,0,129,1,11,Comentarios
0,Center price,0.14285714285714285,0,129,1,11,Comentarios
1,Superior location score,0.08333333333333333,0,129,1,11,Comentarios
1,Central image,NA,0,129,2,12,Real
0,Superior image,1,0,129,1,15,Real
1,Central image,0.5,0,129,1,15,Real
0,Inferior review score,0.1111111111111111,0,129,3,17,Precio
0,Center location score,0.1111111111111111,0,129,3,17,Precio
1,Superior Number of comments,0.08333333333333333,0,129,3,17,Precio
1,Superior price,0.08333333333333333,0,129,3,17,Precio
1,Superior image,0.1111111111111111,1,129,2,18,Real
1,Inferior image,0.08333333333333333,0,129,2,18,Real
0,Center price,0.14285714285714285,0,129,2,18,Real
1,Central image,0.08333333333333333,0,129,2,18,Real
1,Superior image,0.1111111111111111,2,129,3,19,Precio
0,Center location score,0.16666666666666666,0,129,3,19,Precio
1,Superior price,0.14285714285714285,2,129,3,19,Precio
1,Inferior image,0.08333333333333333,0,129,3,19,Precio
1,Superior Dist from center,0.16666666666666666,0,130,1,0,Comentarios
1,Inferior review score,0.25,0,130,1,0,Comentarios
3,Superior price,0.16666666666666666,0,130,1,0,Comentarios
0,Inferior Dist from center,0.04,0,130,3,1,Comentarios
0,Inferior review score,0.04,0,130,3,1,Comentarios
0,Superior price,0.04,0,130,3,1,Comentarios
1,Center review score,0.03333333333333333,0,130,3,1,Comentarios
1,Inferior Number of comments,0.03333333333333333,0,130,3,1,Comentarios
1,Center price,0.03333333333333333,0,130,3,1,Comentarios
1,Center Number of comments,0.25,1,130,3,2,Comentarios
0,Superior price,0.3333333333333333,0,130,3,2,Comentarios
1,Inferior location score,0.16666666666666666,0,130,3,2,Comentarios
0,Superior image,0.09090909090909091,0,130,1,3,Precio
1,Central image,0.07692307692307693,2,130,1,3,Precio
1,Inferior image,0.0625,2,130,1,3,Precio
1,Superior price,0.05,0,130,1,3,Precio
1,Center review score,0.05,0,130,1,3,Precio
1,Superior image,0.05,0,130,3,4,Real
0,Central image,0.0625,0,130,3,4,Real
2,Inferior image,0.05,0,130,3,4,Real
0,Inferior star rating,0.0625,0,130,3,4,Real
1,Inferior review score,0.05,0,130,3,4,Real
1,Superior image,0.013888888888888888,0,130,2,5,Comentarios
0,Central image,0.015625,0,130,2,5,Comentarios
0,Inferior star rating,0.017543859649122806,0,130,2,5,Comentarios
2,Inferior review score,0.015625,1,130,2,5,Comentarios
1,Center location score,0.013888888888888888,0,130,2,5,Comentarios
0,Superior price,0.015625,0,130,2,5,Comentarios
1,Inferior image,0.013888888888888888,0,130,2,5,Comentarios
1,Inferior Number of comments,0.013888888888888888,0,130,2,5,Comentarios
1,Center price,0.013888888888888888,0,130,2,5,Comentarios
1,Central image,0.08333333333333333,0,130,2,6,Precio
0,Inferior review score,0.16666666666666666,0,130,2,6,Precio
1,Center review score,0.08333333333333333,0,130,2,6,Precio
1,Superior price,0.08333333333333333,0,130,2,6,Precio
1,Central image,0.017543859649122806,2,130,2,7,Precio
1,Inferior image,0.015625,2,130,2,7,Precio
1,Center Number of comments,0.013888888888888888,0,130,2,7,Precio
0,Superior location score,0.015625,0,130,2,7,Precio
0,Inferior location score,0.015625,0,130,2,7,Precio
0,Center price,0.0196078431372549,0,130,2,7,Precio
1,Center review score,0.013888888888888888,0,130,2,7,Precio
1,Center location score,0.013888888888888888,0,130,2,7,Precio
1,Superior price,0.013888888888888888,0,130,2,7,Precio
0,Central image,0.007518796992481203,0,130,2,8,Real
1,Inferior image,0.006944444444444444,1,130,2,8,Real
1,Center review score,0.006410256410256411,0,130,2,8,Real
0,Inferior review score,0.006944444444444444,0,130,2,8,Real
0,Center Number of comments,0.006944444444444444,0,130,2,8,Real
2,Inferior Number of comments,0.006410256410256411,0,130,2,8,Real
0,Superior location score,0.008771929824561403,0,130,2,8,Real
1,Center location score,0.008130081300813009,3,130,2,8,Real
1,Inferior location score,0.007518796992481203,4,130,2,8,Real
1,Superior price,0.006944444444444444,3,130,2,8,Real
1,Central star rating,0.006410256410256411,0,130,2,8,Real
1,Superior Number of comments,0.006410256410256411,0,130,2,8,Real
1,Center price,0.006410256410256411,0,130,2,8,Real
3,Superior image,0.011111111111111112,0,130,1,9,Precio
1,Central image,0.011111111111111112,0,130,1,9,Precio
0,Central Dist from center,0.012345679012345678,0,130,1,9,Precio
0,Center review score,0.012345679012345678,0,130,1,9,Precio
1,Center Number of comments,0.011111111111111112,0,130,1,9,Precio
0,Superior location score,0.012345679012345678,0,130,1,9,Precio
0,Superior price,0.012345679012345678,0,130,1,9,Precio
1,Superior review score,0.011111111111111112,0,130,1,9,Precio
1,Inferior review score,0.011111111111111112,0,130,1,9,Precio
1,Center location score,0.011111111111111112,0,130,1,9,Precio
1,Superior image,0.023809523809523808,0,130,3,10,Real
0,Inferior image,0.027777777777777776,0,130,3,10,Real
1,Inferior review score,0.027777777777777776,0,130,3,10,Real
2,Superior price,0.023809523809523808,0,130,3,10,Real
1,Center price,0.023809523809523808,0,130,3,10,Real
1,Center review score,0.023809523809523808,0,130,3,10,Real
1,Center location score,0.023809523809523808,0,130,3,10,Real
1,Superior image,0.14285714285714285,2,130,1,11,Precio
1,Inferior review score,0.1111111111111111,2,130,1,11,Precio
0,Superior Number of comments,0.16666666666666666,0,130,1,11,Precio
1,Center review score,0.08333333333333333,0,130,1,11,Precio
1,Central image,0.03333333333333333,0,130,2,12,Real
0,Center Number of comments,0.04,0,130,2,12,Real
1,Center location score,0.03333333333333333,0,130,2,12,Real
0,Superior price,0.04,0,130,2,12,Real
2,Center price,0.03333333333333333,0,130,2,12,Real
1,Superior location score,0.03333333333333333,0,130,2,12,Real
2,Inferior review score,0.0625,1,130,1,13,Comentarios
1,Center review score,0.0625,0,130,1,13,Comentarios
1,Superior location score,0.05,0,130,1,13,Comentarios
1,Superior price,0.05,0,130,1,13,Comentarios
0,Center price,0.07692307692307693,0,130,1,13,Comentarios
0,Superior image,0.012345679012345678,0,130,1,14,Real
1,Inferior image,0.011111111111111112,0,130,1,14,Real
0,Inferior star rating,0.0136986301369863,0,130,1,14,Real
2,Inferior review score,0.011111111111111112,0,130,1,14,Real
2,Center review score,0.012345679012345678,1,130,1,14,Real
0,Inferior Number of comments,0.012345679012345678,0,130,1,14,Real
0,Center location score,0.012345679012345678,0,130,1,14,Real
1,Central image,0.011111111111111112,0,130,1,14,Real
1,Superior location score,0.011111111111111112,0,130,1,14,Real
1,Superior price,0.011111111111111112,0,130,1,14,Real
0,Central image,0.023255813953488375,0,130,2,15,Real
1,Inferior review score,0.02040816326530612,1,130,2,15,Real
1,Inferior Number of comments,0.017857142857142856,0,130,2,15,Real
1,Superior location score,0.017857142857142856,0,130,2,15,Real
1,Center location score,0.02040816326530612,0,130,2,15,Real
1,Center price,0.017857142857142856,0,130,2,15,Real
1,Center review score,0.017857142857142856,0,130,2,15,Real
1,Superior price,0.017857142857142856,0,130,2,15,Real
1,Superior image,0.09090909090909091,3,130,2,16,Real
1,Center review score,0.07692307692307693,4,130,2,16,Real
1,Inferior Number of comments,0.0625,3,130,2,16,Real
0,Superior price,0.1,0,130,2,16,Real
1,Superior location score,0.05,0,130,2,16,Real
2,Inferior review score,0.05,0,130,3,17,Precio
0,Inferior Number of comments,0.0625,0,130,3,17,Precio
1,Superior price,0.05,0,130,3,17,Precio
0,Center price,0.0625,0,130,3,17,Precio
1,Center location score,0.05,0,130,3,17,Precio
1,Superior location score,0.25,1,130,3,18,Comentarios
0,Center price,0.3333333333333333,0,130,3,18,Comentarios
1,Inferior location score,0.16666666666666666,0,130,3,18,Comentarios
1,Center review score,0.047619047619047616,6,130,2,19,Precio
1,Inferior review score,0.04,4,130,2,19,Precio
0,Superior location score,0.06666666666666667,0,130,2,19,Precio
1,Center location score,0.0625,4,130,2,19,Precio
1,Superior price,0.05555555555555556,6,130,2,19,Precio
1,Inferior Number of comments,0.03333333333333333,0,130,2,19,Precio
2,Superior image,0.023809523809523808,0,131,2,0,Real
3,Central image,0.023809523809523808,0,131,2,0,Real
1,Inferior image,0.023809523809523808,0,131,2,0,Real
0,Inferior review score,0.027777777777777776,0,131,2,0,Real
0,Superior location score,0.027777777777777776,0,131,2,0,Real
1,Center Number of comments,0.023809523809523808,0,131,2,0,Real
1,Center price,0.023809523809523808,0,131,2,0,Real
2,Superior image,0.02040816326530612,0,131,1,1,Real
3,Central image,0.017857142857142856,0,131,1,1,Real
1,Inferior image,0.02040816326530612,0,131,1,1,Real
0,Superior Number of comments,0.02040816326530612,0,131,1,1,Real
0,Superior price,0.02040816326530612,0,131,1,1,Real
1,Superior review score,0.017857142857142856,0,131,1,1,Real
1,Center location score,0.017857142857142856,0,131,1,1,Real
1,Center price,0.017857142857142856,0,131,1,1,Real
1,Superior image,0.017543859649122806,0,131,2,2,Comentarios
3,Central image,0.015625,1,131,2,2,Comentarios
2,Inferior image,0.013888888888888888,0,131,2,2,Comentarios
0,Center review score,0.015625,0,131,2,2,Comentarios
0,Superior Number of comments,0.017543859649122806,0,131,2,2,Comentarios
1,Center Number of comments,0.015625,1,131,2,2,Comentarios
1,Superior price,0.013888888888888888,0,131,2,2,Comentarios
1,Inferior review score,0.013888888888888888,0,131,2,2,Comentarios
1,Center location score,0.013888888888888888,0,131,2,2,Comentarios
2,Superior image,0.07692307692307693,0,131,1,3,Precio
1,Central image,0.0625,1,131,1,3,Precio
2,Inferior image,0.05,0,131,1,3,Precio
0,Center location score,0.0625,0,131,1,3,Precio
1,Center price,0.05,0,131,1,3,Precio
3,Superior image,0.03333333333333333,0,131,1,4,Comentarios
1,Central image,0.04,0,131,1,4,Comentarios
0,Superior review score,0.04,0,131,1,4,Comentarios
1,Superior price,0.03333333333333333,0,131,1,4,Comentarios
1,Inferior image,0.03333333333333333,0,131,1,4,Comentarios
1,Center location score,0.03333333333333333,0,131,1,4,Comentarios
3,Superior image,0.03333333333333333,0,131,1,5,Real
1,Central image,0.03333333333333333,0,131,1,5,Real
0,Inferior image,0.04,0,131,1,5,Real
0,Inferior location score,0.04,0,131,1,5,Real
1,Superior Number of comments,0.03333333333333333,0,131,1,5,Real
1,Center price,0.03333333333333333,0,131,1,5,Real
2,Superior image,0.013888888888888888,0,131,1,6,Real
1,Central image,0.013888888888888888,0,131,1,6,Real
1,Inferior image,0.013888888888888888,0,131,1,6,Real
0,Central star rating,0.015625,0,131,1,6,Real
0,Center review score,0.015625,0,131,1,6,Real
0,Superior location score,0.015625,0,131,1,6,Real
1,Superior Dist from center,0.013888888888888888,0,131,1,6,Real
1,Superior Number of comments,0.013888888888888888,0,131,1,6,Real
1,Superior price,0.013888888888888888,0,131,1,6,Real
2,Superior image,0.023809523809523808,0,131,3,7,Real
0,Central image,0.027777777777777776,0,131,3,7,Real
2,Inferior image,0.023809523809523808,0,131,3,7,Real
0,Center Number of comments,0.027777777777777776,0,131,3,7,Real
0,Superior price,0.027777777777777776,0,131,3,7,Real
1,Center location score,0.023809523809523808,0,131,3,7,Real
1,Center price,0.023809523809523808,0,131,3,7,Real
0,Superior image,0.3333333333333333,0,131,2,8,Precio
1,Central image,0.25,1,131,2,8,Precio
1,Inferior image,0.16666666666666666,0,131,2,8,Precio
2,Central image,0.07692307692307693,4,131,3,9,Precio
2,Inferior image,0.0625,3,131,3,9,Precio
0,Superior Number of comments,0.1,0,131,3,9,Precio
1,Superior price,0.09090909090909091,3,131,3,9,Precio
1,Superior review score,0.05,0,131,3,9,Precio
4,Superior image,0.037037037037037035,3,131,1,10,Comentarios
1,Central image,0.03225806451612903,4,131,1,10,Comentarios
2,Inferior image,0.027777777777777776,3,131,1,10,Comentarios
0,Superior location score,0.027777777777777776,0,131,1,10,Comentarios
0,Superior price,0.041666666666666664,0,131,1,10,Comentarios
1,Superior Number of comments,0.023809523809523808,0,131,1,10,Comentarios
1,Center location score,0.023809523809523808,0,131,1,10,Comentarios
1,Superior image,0.07692307692307693,0,131,2,11,Comentarios
2,Central image,0.0625,1,131,2,11,Comentarios
0,Superior price,0.0625,0,131,2,11,Comentarios
1,Inferior image,0.05,0,131,2,11,Comentarios
1,Center price,0.05,0,131,2,11,Comentarios
2,Superior image,0.08333333333333333,0,131,2,12,Precio
2,Central image,0.08333333333333333,0,131,2,12,Precio
1,Inferior image,0.08333333333333333,0,131,2,12,Precio
0,Inferior location score,0.1111111111111111,0,131,2,12,Precio
1,Superior image,0.14285714285714285,2,131,3,13,Comentarios
1,Central image,0.1111111111111111,2,131,3,13,Comentarios
0,Inferior location score,0.16666666666666666,0,131,3,13,Comentarios
1,Inferior image,0.08333333333333333,0,131,3,13,Comentarios
1,Superior image,0.013888888888888888,0,131,1,14,Comentarios
1,Central image,0.013888888888888888,0,131,1,14,Comentarios
0,Inferior image,0.015625,0,131,1,14,Comentarios
1,Center Number of comments,0.013888888888888888,0,131,1,14,Comentarios
0,Superior location score,0.015625,0,131,1,14,Comentarios
0,Inferior location score,0.015625,0,131,1,14,Comentarios
1,Center review score,0.013888888888888888,0,131,1,14,Comentarios
1,Center location score,0.013888888888888888,0,131,1,14,Comentarios
1,Superior price,0.013888888888888888,0,131,1,14,Comentarios
3,Superior image,0.011111111111111112,0,131,3,15,Comentarios
1,Central image,0.011111111111111112,0,131,3,15,Comentarios
1,Inferior image,0.012345679012345678,0,131,3,15,Comentarios
0,Center review score,0.012345679012345678,0,131,3,15,Comentarios
0,Superior location score,0.012345679012345678,0,131,3,15,Comentarios
0,Superior price,0.0136986301369863,0,131,3,15,Comentarios
1,Center price,0.012345679012345678,1,131,3,15,Comentarios
1,Superior review score,0.011111111111111112,0,131,3,15,Comentarios
1,Center Number of comments,0.011111111111111112,0,131,3,15,Comentarios
1,Inferior location score,0.011111111111111112,0,131,3,15,Comentarios
1,Superior image,0.0625,1,131,3,16,Real
2,Inferior image,0.05,0,131,3,16,Real
0,Center Number of comments,0.0625,0,131,3,16,Real
0,Superior price,0.07692307692307693,0,131,3,16,Real
1,Inferior location score,0.05,0,131,3,16,Real
2,Superior image,0.023255813953488375,2,131,1,17,Comentarios
1,Central image,0.02040816326530612,2,131,1,17,Comentarios
2,Inferior image,0.017857142857142856,0,131,1,17,Comentarios
0,Central star rating,0.02040816326530612,0,131,1,17,Comentarios
0,Inferior review score,0.02040816326530612,0,131,1,17,Comentarios
0,Center price,0.02631578947368421,0,131,1,17,Comentarios
1,Center review score,0.017857142857142856,0,131,1,17,Comentarios
1,Superior location score,0.017857142857142856,0,131,1,17,Comentarios
2,Superior image,0.1111111111111111,0,131,1,18,Precio
2,Central image,0.08333333333333333,0,131,1,18,Precio
1,Inferior image,0.1111111111111111,0,131,1,18,Precio
1,Superior price,0.08333333333333333,0,131,1,18,Precio
4,Superior image,0.05555555555555556,0,131,1,19,Comentarios
2,Central image,0.047619047619047616,2,131,1,19,Comentarios
2,Inferior image,0.04,2,131,1,19,Comentarios
0,Center location score,0.04,0,131,1,19,Comentarios
1,Superior review score,0.03333333333333333,0,131,1,19,Comentarios
1,Inferior location score,0.03333333333333333,0,131,1,19,Comentarios
2,Superior image,0.023809523809523808,0,132,2,0,Real
1,Central image,0.03225806451612903,0,132,2,0,Real
