In,Node,Closeness,Betweeness,Sujeto,Posicion,Ensayo,Selection
1,Superior price,0.05,0,118,3,6,Comentarios
1,Superior image,0.02040816326530612,0,118,2,7,Comentarios
2,Central image,0.017857142857142856,0,118,2,7,Comentarios
0,Inferior image,0.02040816326530612,0,118,2,7,Comentarios
0,Superior location score,0.02040816326530612,0,118,2,7,Comentarios
0,Inferior location score,0.02040816326530612,0,118,2,7,Comentarios
1,Center review score,0.017857142857142856,0,118,2,7,Comentarios
1,Center location score,0.017857142857142856,0,118,2,7,Comentarios
1,Center price,0.017857142857142856,0,118,2,7,Comentarios
2,Superior image,0.08333333333333333,0,118,2,8,Precio
2,Central image,0.1111111111111111,0,118,2,8,Precio
0,Superior price,0.1111111111111111,0,118,2,8,Precio
1,Inferior image,0.08333333333333333,0,118,2,8,Precio
2,Superior image,0.05,0,118,1,9,Precio
1,Central image,0.1,0,118,1,9,Precio
1,Inferior image,0.09090909090909091,3,118,1,9,Precio
1,Superior price,0.07692307692307693,4,118,1,9,Precio
1,Center price,0.0625,3,118,1,9,Precio
1,Superior image,0.16666666666666666,0,118,3,10,Real
1,Central image,0.14285714285714285,2,118,3,10,Real
1,Inferior image,0.1111111111111111,2,118,3,10,Real
1,Central star rating,0.08333333333333333,0,118,3,10,Real
1,Superior image,0.047619047619047616,2,118,3,11,Precio
1,Inferior image,0.04,2,118,3,11,Precio
0,Inferior review score,0.04,0,118,3,11,Precio
0,Center price,0.05555555555555556,0,118,3,11,Precio
1,Center review score,0.03333333333333333,0,118,3,11,Precio
1,Superior location score,0.03333333333333333,0,118,3,11,Precio
3,Superior image,0.1111111111111111,1,118,1,12,Precio
1,Inferior image,0.08333333333333333,0,118,1,12,Precio
0,Superior price,0.14285714285714285,0,118,1,12,Precio
1,Central image,0.08333333333333333,0,118,1,12,Precio
3,Superior image,0.1111111111111111,2,118,2,13,Real
3,Central image,0.08333333333333333,0,118,2,13,Real
0,Inferior image,0.16666666666666666,0,118,2,13,Real
1,Superior price,0.14285714285714285,2,118,2,13,Real
2,Superior image,0.14285714285714285,0,118,2,14,Comentarios
2,Central image,0.1111111111111111,1,118,2,14,Comentarios
2,Inferior image,0.08333333333333333,0,118,2,14,Comentarios
1,Superior price,0.08333333333333333,0,118,2,14,Comentarios
1,Superior image,0.14285714285714285,2,118,2,15,Real
3,Central image,0.1111111111111111,2,118,2,15,Real
2,Inferior image,0.08333333333333333,0,118,2,15,Real
0,Superior price,0.16666666666666666,0,118,2,15,Real
0,Superior image,0.25,0,118,3,16,Comentarios
2,Central image,0.16666666666666666,0,118,3,16,Comentarios
4,Inferior image,0.16666666666666666,0,118,3,16,Comentarios
1,Superior image,0.07692307692307693,0,118,2,17,Precio
2,Central image,0.0625,1,118,2,17,Precio
0,Center review score,0.0625,0,118,2,17,Precio
2,Superior price,0.05,0,118,2,17,Precio
1,Inferior image,0.05,0,118,2,17,Precio
2,Superior image,0.047619047619047616,0,118,1,18,Real
2,Central image,0.04,1,118,1,18,Real
0,Center review score,0.047619047619047616,0,118,1,18,Real
1,Center location score,0.04,1,118,1,18,Real
1,Inferior image,0.03333333333333333,0,118,1,18,Real
1,Center price,0.03333333333333333,0,118,1,18,Real
2,Superior image,0.25,1,118,2,19,Real
2,Central image,0.16666666666666666,0,118,2,19,Real
0,Inferior image,0.3333333333333333,0,118,2,19,Real
5,Superior image,0.3333333333333333,0,119,2,0,Comentarios
7,Central image,0.25,1,119,2,0,Comentarios
2,Inferior image,0.16666666666666666,0,119,2,0,Comentarios
3,Superior image,0.09090909090909091,0,119,1,1,Real
2,Central image,0.07692307692307693,2,119,1,1,Real
1,Inferior image,0.0625,2,119,1,1,Real
1,Center price,0.05,0,119,1,1,Real
1,Center Number of comments,0.05,0,119,1,1,Real
2,Superior image,0.05,0,119,2,2,Precio
1,Central image,0.05,0,119,2,2,Precio
0,Center Number of comments,0.0625,0,119,2,2,Precio
1,Center price,0.05,0,119,2,2,Precio
1,Superior price,0.05,0,119,2,2,Precio
2,Superior image,0.08333333333333333,0,119,2,3,Comentarios
2,Central image,0.08333333333333333,0,119,2,3,Comentarios
1,Central star rating,0.08333333333333333,0,119,2,3,Comentarios
0,Center price,0.1111111111111111,0,119,2,3,Comentarios
3,Superior image,0.05,0,119,3,4,Comentarios
1,Central image,0.05,0,119,3,4,Comentarios
1,Inferior image,0.0625,0,119,3,4,Comentarios
0,Center price,0.0625,0,119,3,4,Comentarios
1,Inferior location score,0.05,0,119,3,4,Comentarios
2,Superior image,0.08333333333333333,0,119,2,5,Comentarios
1,Central image,0.1111111111111111,0,119,2,5,Comentarios
0,Central star rating,0.1111111111111111,0,119,2,5,Comentarios
1,Inferior image,0.08333333333333333,0,119,2,5,Comentarios
0,Superior image,1,0,119,2,6,Real
1,Central image,0.5,0,119,2,6,Real
2,Superior image,0.05,0,119,2,7,Real
0,Central image,0.0625,0,119,2,7,Real
1,Superior price,0.05,0,119,2,7,Real
0,Center price,0.0625,0,119,2,7,Real
1,Center Number of comments,0.05,0,119,2,7,Real
1,Superior image,0.1111111111111111,0,119,2,8,Precio
3,Central image,0.08333333333333333,0,119,2,8,Precio
1,Inferior image,0.1111111111111111,0,119,2,8,Precio
1,Center Number of comments,0.08333333333333333,0,119,2,8,Precio
1,Central image,NA,0,119,2,9,Real
1,Superior image,0.5,0,119,3,10,Comentarios
1,Central image,0.5,0,119,3,10,Comentarios
0,Superior image,0.3333333333333333,0,119,3,11,Precio
1,Central image,0.25,1,119,3,11,Precio
2,Inferior image,0.16666666666666666,0,119,3,11,Precio
1,Superior image,0.16666666666666666,0,119,2,12,Precio
3,Central image,0.16666666666666666,0,119,2,12,Precio
1,Inferior image,0.16666666666666666,0,119,2,12,Precio
1,Central image,0.5,0,119,2,13,Comentarios
1,Inferior image,0.5,0,119,2,13,Comentarios
2,Superior image,0.25,1,119,3,14,Precio
2,Central image,0.16666666666666666,0,119,3,14,Precio
0,Inferior image,0.3333333333333333,0,119,3,14,Precio
0,Superior image,0.3333333333333333,0,119,2,15,Comentarios
2,Central image,0.25,1,119,2,15,Comentarios
2,Inferior image,0.16666666666666666,0,119,2,15,Comentarios
1,Superior image,0.07692307692307693,4,119,1,16,Precio
1,Central image,0.0625,3,119,1,16,Precio
1,Superior price,0.1,0,119,1,16,Precio
1,Center price,0.09090909090909091,3,119,1,16,Precio
1,Inferior image,0.05,0,119,1,16,Precio
2,Central image,0.5,0,119,2,17,Precio
0,Superior price,1,0,119,2,17,Precio
2,Superior image,0.08333333333333333,0,119,1,18,Comentarios
1,Central image,0.08333333333333333,0,119,1,18,Comentarios
0,Center Number of comments,0.14285714285714285,0,119,1,18,Comentarios
1,Center price,0.1111111111111111,1,119,1,18,Comentarios
1,Superior image,0.16666666666666666,0,119,1,19,Comentarios
0,Center review score,0.25,0,119,1,19,Comentarios
1,Superior price,0.16666666666666666,0,119,1,19,Comentarios
1,Superior image,0.023809523809523808,0,120,2,0,Precio
3,Central image,0.03225806451612903,0,120,2,0,Precio
1,Inferior image,0.027777777777777776,1,120,2,0,Precio
0,Superior location score,0.03225806451612903,0,120,2,0,Precio
1,Center location score,0.027777777777777776,1,120,2,0,Precio
1,Center Number of comments,0.023809523809523808,0,120,2,0,Precio
1,Center price,0.023809523809523808,0,120,2,0,Precio
1,Central image,0.25,1,120,3,1,Comentarios
2,Inferior image,0.16666666666666666,0,120,3,1,Comentarios
0,Inferior review score,0.3333333333333333,0,120,3,1,Comentarios
5,Superior image,0.03333333333333333,0,120,3,2,Precio
2,Central image,0.03333333333333333,0,120,3,2,Precio
1,Inferior image,0.03333333333333333,0,120,3,2,Precio
0,Inferior star rating,0.04,0,120,3,2,Precio
0,Central Dist from center,0.04,0,120,3,2,Precio
1,Superior Dist from center,0.03333333333333333,0,120,3,2,Precio
1,Superior image,0.05,0,120,2,3,Precio
0,Central image,0.0625,0,120,2,3,Precio
0,Inferior star rating,0.0625,0,120,2,3,Precio
1,Inferior image,0.05,0,120,2,3,Precio
1,Superior price,0.05,0,120,2,3,Precio
0,Central image,0.1111111111111111,0,120,3,4,Real
0,Center review score,0.1111111111111111,0,120,3,4,Real
1,Inferior image,0.08333333333333333,0,120,3,4,Real
1,Center price,0.08333333333333333,0,120,3,4,Real
1,Superior image,0.25,1,120,3,5,Comentarios
0,Inferior image,0.3333333333333333,0,120,3,5,Comentarios
1,Central image,0.16666666666666666,0,120,3,5,Comentarios
0,Superior image,1,0,120,3,6,Comentarios
1,Inferior image,0.5,0,120,3,6,Comentarios
0,Superior image,0.04,0,120,3,7,Precio
0,Superior star rating,0.04,0,120,3,7,Precio
0,Superior location score,0.04,0,120,3,7,Precio
1,Central image,0.03333333333333333,0,120,3,7,Precio
1,Center Number of comments,0.03333333333333333,0,120,3,7,Precio
1,Superior price,0.03333333333333333,0,120,3,7,Precio
3,Central image,0.5,0,120,2,8,Precio
0,Center price,1,0,120,2,8,Precio
1,Center Number of comments,NA,0,120,2,9,Real
0,Central image,0.04,0,120,2,10,Comentarios
0,Central star rating,0.04,0,120,2,10,Comentarios
0,Center location score,0.04,0,120,2,10,Comentarios
1,Inferior image,0.03333333333333333,0,120,2,10,Comentarios
1,Superior review score,0.03333333333333333,0,120,2,10,Comentarios
1,Inferior location score,0.03333333333333333,0,120,2,10,Comentarios
2,Superior image,0.5,0,120,1,11,Comentarios
0,Central image,1,0,120,1,11,Comentarios
0,Superior image,1,0,120,3,12,Precio
2,Central image,0.5,0,120,3,12,Precio
2,Superior image,0.16666666666666666,0,120,2,13,Comentarios
2,Central image,0.16666666666666666,0,120,2,13,Comentarios
0,Superior review score,0.25,0,120,2,13,Comentarios
2,Superior image,0.0625,0,120,1,14,Comentarios
2,Central image,0.05,0,120,1,14,Comentarios
1,Superior Dist from center,0.07692307692307693,0,120,1,14,Comentarios
1,Inferior Dist from center,0.0625,1,120,1,14,Comentarios
1,Superior review score,0.05,0,120,1,14,Comentarios
0,Superior image,0.25,0,120,2,15,Comentarios
2,Central image,0.16666666666666666,0,120,2,15,Comentarios
1,Inferior image,0.16666666666666666,0,120,2,15,Comentarios
2,Superior image,0.5,0,120,1,16,Precio
0,Central image,1,0,120,1,16,Precio
1,Superior image,0.1111111111111111,0,120,1,17,Real
2,Central image,0.08333333333333333,0,120,1,17,Real
0,Inferior image,0.1111111111111111,0,120,1,17,Real
1,Inferior star rating,0.08333333333333333,0,120,1,17,Real
0,Superior image,0.047619047619047616,0,120,2,18,Comentarios
2,Central image,0.04,1,120,2,18,Comentarios
0,Center location score,0.04,0,120,2,18,Comentarios
1,Center price,0.03333333333333333,0,120,2,18,Comentarios
1,Inferior image,0.03333333333333333,0,120,2,18,Comentarios
1,Superior price,0.03333333333333333,0,120,2,18,Comentarios
1,Superior image,0.3333333333333333,1,120,2,19,Real
1,Central image,0.3333333333333333,1,120,2,19,Real
1,Inferior image,0.3333333333333333,1,120,2,19,Real
1,Superior image,0.017857142857142856,0,122,1,0,Precio
0,Central image,0.02040816326530612,0,122,1,0,Precio
0,Superior review score,0.023255813953488375,0,122,1,0,Precio
1,Superior Number of comments,0.02040816326530612,1,122,1,0,Precio
0,Inferior location score,0.02040816326530612,0,122,1,0,Precio
1,Superior Dist from center,0.017857142857142856,0,122,1,0,Precio
1,Center location score,0.017857142857142856,0,122,1,0,Precio
1,Superior price,0.017857142857142856,0,122,1,0,Precio
0,Center review score,0.05555555555555556,0,122,2,1,Precio
1,Inferior review score,0.047619047619047616,2,122,2,1,Precio
1,Superior Number of comments,0.04,2,122,2,1,Precio
2,Center location score,0.03333333333333333,0,122,2,1,Precio
1,Inferior location score,0.03333333333333333,0,122,2,1,Precio
1,Superior price,0.03333333333333333,0,122,2,1,Precio
1,Center review score,0.017857142857142856,0,122,3,2,Precio
0,Superior review score,0.02040816326530612,0,122,3,2,Precio
0,Center Number of comments,0.02040816326530612,0,122,3,2,Precio
0,Inferior location score,0.02040816326530612,0,122,3,2,Precio
1,Center price,0.017857142857142856,0,122,3,2,Precio
1,Superior Number of comments,0.017857142857142856,0,122,3,2,Precio
1,Superior location score,0.017857142857142856,0,122,3,2,Precio
1,Superior price,0.017857142857142856,0,122,3,2,Precio
0,Inferior image,0.015625,0,122,2,3,Precio
1,Central star rating,0.013888888888888888,0,122,2,3,Precio
0,Center review score,0.015625,0,122,2,3,Precio
1,Superior location score,0.013888888888888888,0,122,2,3,Precio
1,Center location score,0.017543859649122806,0,122,2,3,Precio
1,Inferior location score,0.015625,1,122,2,3,Precio
2,Center price,0.013888888888888888,0,122,2,3,Precio
1,Superior star rating,0.013888888888888888,0,122,2,3,Precio
1,Inferior review score,0.013888888888888888,0,122,2,3,Precio
0,Inferior star rating,0.027777777777777776,0,122,3,4,Comentarios
0,Superior Number of comments,0.03225806451612903,0,122,3,4,Comentarios
1,Superior location score,0.027777777777777776,1,122,3,4,Comentarios
1,Superior price,0.023809523809523808,0,122,3,4,Comentarios
1,Center price,0.023809523809523808,0,122,3,4,Comentarios
1,Center review score,0.023809523809523808,0,122,3,4,Comentarios
1,Inferior location score,0.023809523809523808,0,122,3,4,Comentarios
1,Superior review score,0.04,1,122,2,5,Real
0,Inferior review score,0.047619047619047616,0,122,2,5,Real
1,Superior Number of comments,0.04,1,122,2,5,Real
0,Superior price,0.047619047619047616,0,122,2,5,Real
1,Center review score,0.03333333333333333,0,122,2,5,Real
1,Inferior Number of comments,0.03333333333333333,0,122,2,5,Real
1,Inferior star rating,0.07692307692307693,2,122,3,6,Precio
1,Superior Number of comments,0.0625,2,122,3,6,Precio
1,Center location score,0.05,0,122,3,6,Precio
0,Inferior location score,0.09090909090909091,0,122,3,6,Precio
1,Center Number of comments,0.05,0,122,3,6,Precio
0,Superior review score,0.027777777777777776,0,122,1,7,Real
0,Inferior Number of comments,0.027777777777777776,0,122,1,7,Real
1,Center location score,0.023809523809523808,0,122,1,7,Real
0,Superior price,0.027777777777777776,0,122,1,7,Real
1,Superior Number of comments,0.023809523809523808,0,122,1,7,Real
1,Superior location score,0.023809523809523808,0,122,1,7,Real
1,Center price,0.023809523809523808,0,122,1,7,Real
1,Inferior image,0.02040816326530612,1,122,3,8,Precio
2,Inferior star rating,0.017857142857142856,0,122,3,8,Precio
0,Central Dist from center,0.02040816326530612,0,122,3,8,Precio
0,Inferior review score,0.02040816326530612,0,122,3,8,Precio
0,Center location score,0.023255813953488375,0,122,3,8,Precio
1,Central star rating,0.017857142857142856,0,122,3,8,Precio
1,Center review score,0.017857142857142856,0,122,3,8,Precio
1,Superior location score,0.017857142857142856,0,122,3,8,Precio
1,Superior review score,0.0625,1,122,2,9,Comentarios
0,Center location score,0.0625,0,122,2,9,Comentarios
0,Center price,0.07692307692307693,0,122,2,9,Comentarios
1,Center Number of comments,0.05,0,122,2,9,Comentarios
1,Superior price,0.05,0,122,2,9,Comentarios
0,Inferior star rating,0.07692307692307693,0,122,1,10,Precio
1,Center Number of comments,0.0625,1,122,1,10,Precio
0,Center location score,0.0625,0,122,1,10,Precio
1,Superior location score,0.05,0,122,1,10,Precio
1,Center price,0.05,0,122,1,10,Precio
1,Inferior star rating,0.25,1,122,1,11,Comentarios
0,Inferior location score,0.3333333333333333,0,122,1,11,Comentarios
1,Superior location score,0.16666666666666666,0,122,1,11,Comentarios
1,Inferior image,0.027777777777777776,2,122,2,12,Real
0,Center review score,0.027777777777777776,0,122,2,12,Real
1,Center location score,0.023809523809523808,0,122,2,12,Real
0,Inferior location score,0.037037037037037035,0,122,2,12,Real
1,Center price,0.03225806451612903,2,122,2,12,Real
1,Central star rating,0.023809523809523808,0,122,2,12,Real
1,Superior location score,0.023809523809523808,0,122,2,12,Real
0,Inferior image,0.04,0,122,2,13,Comentarios
1,Superior location score,0.04,0,122,2,13,Comentarios
1,Superior price,0.03333333333333333,0,122,2,13,Comentarios
1,Center price,0.03333333333333333,0,122,2,13,Comentarios
1,Center review score,0.03333333333333333,0,122,2,13,Comentarios
1,Center location score,0.03333333333333333,0,122,2,13,Comentarios
1,Inferior review score,0.05,0,122,1,14,Precio
0,Superior Number of comments,0.0625,0,122,1,14,Precio
0,Superior price,0.0625,0,122,1,14,Precio
1,Center location score,0.05,0,122,1,14,Precio
1,Center price,0.05,0,122,1,14,Precio
1,Inferior image,0.16666666666666666,0,122,3,15,Precio
0,Center location score,0.25,0,122,3,15,Precio
1,Inferior location score,0.16666666666666666,0,122,3,15,Precio
1,Inferior Number of comments,0.25,1,122,3,16,Comentarios
0,Center location score,0.3333333333333333,0,122,3,16,Comentarios
1,Superior location score,0.16666666666666666,0,122,3,16,Comentarios
1,Superior location score,0.25,1,122,2,17,Comentarios
0,Inferior location score,0.3333333333333333,0,122,2,17,Comentarios
1,Center location score,0.16666666666666666,0,122,2,17,Comentarios
1,Inferior Number of comments,0.3333333333333333,1,122,2,18,Precio
2,Center location score,0.3333333333333333,1,122,2,18,Precio
1,Center price,0.3333333333333333,1,122,2,18,Precio
0,Superior Number of comments,0.1111111111111111,0,122,3,19,Comentarios
0,Center location score,0.1111111111111111,0,122,3,19,Comentarios
1,Superior location score,0.08333333333333333,0,122,3,19,Comentarios
1,Inferior location score,0.08333333333333333,0,122,3,19,Comentarios
2,Inferior image,0.05,0,123,3,0,Comentarios
1,Central star rating,0.05,0,123,3,0,Comentarios
0,Superior review score,0.0625,0,123,3,0,Comentarios
1,Inferior location score,0.0625,0,123,3,0,Comentarios
1,Superior Number of comments,0.05,0,123,3,0,Comentarios
2,Superior image,0.013888888888888888,0,123,1,1,Precio
0,Central image,0.015625,0,123,1,1,Precio
0,Superior review score,0.015625,0,123,1,1,Precio
0,Inferior Number of comments,0.015625,0,123,1,1,Precio
1,Center location score,0.013888888888888888,0,123,1,1,Precio
0,Superior price,0.015625,0,123,1,1,Precio
1,Inferior image,0.013888888888888888,0,123,1,1,Precio
2,Inferior review score,0.013888888888888888,0,123,1,1,Precio
1,Superior location score,0.013888888888888888,0,123,1,1,Precio
